행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
(인형극) 춘희는 아기란다,어린이극장,민주인권평화 그림책 순회전시 연계 공연으로 한중일 세 나라의 작가들과 출판사들이 함께 만든 그림책 <춘희는 아기란다>를 인형극으로 재구성한 공연,2018-12-01,2018-12-01,15:00 - 15:40,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,제한없음,,,https://www.acc.go.kr/board/schedule/child/2448,홈페이지 / 현장 신청,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[대관공연] 첼리스트 김규식 전국투어 리사이틀,극장2,"클래식 음악, 재즈, 탱고 등 다양한 장르의 음악에 걸쳐 자신의 음악 지평을 확장해 온 첼리스트 김규식 전국투어 리사이틀",2018-12-01,2018-12-01,19:30 - 21:30,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"R 60,000원 S 40,000원 A 20,000원",만 7세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2443,<a href=''''http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18015512&Point=N&TikiAutoPop='''' title=''''새창열림''''>인터파크 예매</a>,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
"국립아시아문화전당 개관 3주년 시민토론회 < 문화전당과 지역, 그리고 시민 >",국제회의실(콘퍼런스홀),시민과 함께 지역 상생과 협력 강화를 위해 향후 국립아시아문화전당의 역할을 의논하는 자리,2018-11-30,2018-11-30,14:00 - 18:00,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,일반 시민,,,https://www.acc.go.kr/board/schedule/event/2454,현장접수,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
연극 소,예술극장 극장1,ACC 최적화공연 개발사업 1기의 최종 선정작인 ‘연극 <소>’는 북한의 잃어버린 ‘소＇한마리를 찾으면서 벌어지는 팽팽한 남북관계를 ‘풍자와 해학＇으로 풀어내는 우화극,2018-11-30,2018-12-01,금 19:30 토 15:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"전석 30,000원",만 12세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2361,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
라이브러리파크 < 아시아의 소리와 음악 > 주제전문관 인도네시아 대중음악 컬렉션 기획전  Lagu~Lagu 1960s-1980s,라이브러리파크,"국립아시아문화전당 라이브러리파크‘아시아의 소리와 음악’ 주제 전문관은 음악과 청각 문화를 구성하는 음성, 음향, 환경음과 같은 다양한 소리 문화 자원을 소개",2018-11-29,2019-08-31,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/exhibition/2455,자유 관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
국립아시아문화전당 어린이문화원 연말 공연 프로그램,어린이체험관,"[어린이문화원 연말 공연 프로그램 「우당탕탕 체험관 대소동」] 국립아시아문화전당 어린이문화원은 연말을 맞이하여 퍼포먼스, 코메디, 서커스 등 공연자와 관객이 소통할 수 있는 유쾌한 공연 프로그램을 진행합니다.",2018-12-22,2018-12-25,"14:00, 16:00",,유료,아시아문화원,국립아시아문화전당,1899-5566,,,어린이체험관 입장권 구매시 이용가능,모든 연령,,,https://www.acc.go.kr/board/schedule/child/2545,홈페이지(어린이체험관 입장권 구매),Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
"FOOD TODAY:  인도네시아 음식, 사회, 미디어 아트",라이브러리파크 대나무정원,"음식이라는 주제와 미디어 아트를 통해 인도네시아의 역사와 문화, 사회의 다양한 단면을 조망하는 전시",2018-12-21,2019-03-10,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00 ※ 종료시간 전까지 입장 가능 ※ 문화창조원 입구를 통해서만 입장이 가능합니다.",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/exhibition/2547,자유 관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
클라운타운,어린이극장,"[2018 어린이 극장 가을-겨울 시즌 프로그램]크리스마스 공연 빨간 코 클라운들이 모여 사는 마을 클라운타운, 호기심 많은 미미의 다른 클라운 친구들과 함께 바깥 세상으로의 탈출하여 여정을 떠나는 이야기",2018-12-21,2018-12-22,"(금) 19:30 , (토) 15:00",,유료,아시아문화원,국립아시아문화전당,1899-5566,,130,"15,000원",만 7세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/child/2324,홈페이지 / 콜센터,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[대관공연] 어린이 국악극 덩기덕쿵덕,어린이극장,오동나무 요정 ‘야금’과 대나무 요정 ‘죽돌’. 하얀 도깨비 ‘백야’와 ‘청이’와 ‘율’이 요정들이 사는 ‘루트머지’로 가기 위해서 잃어버린 소리를 찾아가는 어린이 국악극.  그림자극 형식 애니메이션과 국악 라이브 연주.,2018-12-19,2018-12-19,15:00 - 16:00,,무료,아시아문화원,국립아시아문화전당,1899-5566,,100,무료(루트머지 홈페이지 사전 예매),만 3세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/child/2517,<a href=''''https://rootmerge.modoo.at/?link=1obllxem'''' target=''''_blank'''' title=''''새창열림''''>루트머지 홈페이지 예매</a>,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[대관공연] The Singers 창단 10주년 기념 연주회,극장2,The singers는 광주지역을 중심으로 하는 중견여성 성악가들의 앙상블로 음악의 다양하고 아름다운 세계를 구현하고자 노력 하는단체 입니다. 이번 연주는 창단 10주년이 되는 뜻 깊은 해로 감사함에 보답하고자 정기연주회와 더불어 시리아 난민아동 교육 후원을 위한 특별한 음악회입니다.,2018-12-18,2018-12-18,19:30 - 21:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"전석 20,000원",만 5세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2515,전화예매,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 ACM 파트너스 데이,문화창조원 복합4관,아시아문화중심도시''''의 도약과 발전을 위해 국립아시아문화전당과 광주광역시가 ''''2018 ACM 파트너스 데이(2018 Asia Culture Market Partners Day)''''를 개최,2018-12-18,2018-12-19,상세 일정 참조,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,일반 시민,,,https://www.acc.go.kr/board/schedule/event/2508,자율 참여,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
ACC시네마테크 연말 기념 프로그램,문화정보원 B3 극장3,2018년 7월 개관한 ACC 시네마테크 프로그램 중 앙코르 및 재상영 요청이 많았던 작품 중 세 편을 상영 (12월 20일은 시네마테크 감사제 개최),2018-12-15,2018-12-20,"15(토)- 16(일) 14:00, 16:00 20(목) 17:00 - 20:00",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,작품별 연령 확인,,,https://www.acc.go.kr/board/schedule/event/2524,자유 관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
아시아를 위한 심포니,문화창조원 복합1관 외,아시아의 4개 지역으로 연결되는 공연여행,2018-11-23,2018-11-24,금 19:30 - 22:30 토 15:00 - 18:00 (인터미션 20분 포함),,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"전석 20,000원",만 7세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2379,홈페이지 / 매표소 / 콜센터 *당일 인터넷 예매는 불가하며 현장예매만 가능합니다.,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 ACC 전문인력 국제 컨퍼런스,국제회의실(콘퍼런스홀),2018 ACC 전문인력 국제 컨퍼런스는 빠르게 성장하는 전문인력 양성분야와 관련한 국내외 문화예술기관들의 현황을 공유하고 깊이 있는 담론을 형성하기 위한 자리,2018-11-21,2018-11-23,1일차 10:00 - 17:00 2일차 10:30 - 18:00 3일차 10:30 - 16:00,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,전문가(경력급 문화기획자) 및 관심있는 누구나,,,https://www.acc.go.kr/board/schedule/event/2421,홈페이지  11.21(수)~11.22(목) 컨퍼런스 참여 신청입니다. 11/23(금) 워크숍은 ‘ACC 전문인력 아카데미＇참가자 대상입니다. * 컨퍼런스 참여 신청하시면 11.21~11.22 참석으로 진행됩니다.,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[대관전시] 광주대학교 사진영상드론학과 제22회 졸업작품전,문화창조원 복합6관,2018년 22회를 맞이한 광주대학교 사진영상드론학과 졸업작품전,2018-11-21,2018-12-01,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/exhibition/2461,자유 관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 어린이문화콘텐츠기획자 마스터클래스,어린이문화원 다목적홀,어린이극연출의 마스터 ‘토니 그레이엄’과 함께하는 1박2일의 드라마 스쿨,2018-11-21,2018-11-25,10:00 - 16:00,,무료,아시아문화원,국립아시아문화전당,1899-5566,,20,무료,"1차 : 어린이공연예술에 관심있는 일반인 2차 : 극작가, 연출가, 연극분야 예술강사 등 공연예술 전공자 및 재직자",,,https://www.acc.go.kr/board/schedule/education/2382,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 ACC TEEN 청소년 진로직업체험,문화정보원 B2 강의실,"고등학교 3학년 수험생 및 청소년 대상 무대디자이너, 무대의상디자이너, ACC TEEN ACTORS 과정의 심화형 진로체험 프로그램",2018-11-20,2018-12-02,상세 일정 참조,,무료,아시아문화원,국립아시아문화전당,1899-5566,,10,무료,고등학교 3학년,,,https://www.acc.go.kr/board/schedule/education/2381,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
개관 3주년 ACC 오픈아카데미,ACC메이커스페이스 커뮤니티라운지 외 1곳,"지역의 문화예술기획자와 함께 하는 생활밀착형, 세대공감형, 장소특화형 워크숍",2018-11-20,2018-12-04,상세 일정 참조,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/education/2392,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 어린이문화콘텐츠 기획 프로그램,국립아시아문화전당 일대 등,"2018 어린이문화콘텐츠기획자 교육 프로그램 을 통해 개발된 어린이,가족 대상 체험 프로그램",2018-11-17,2018-11-25,상세 일정 참조,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,프로그램별 상이,,,https://www.acc.go.kr/board/schedule/child/2384,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
출동 마임소방관,어린이극장,소방관 아저씨들의 소방 훈련과 화재진압 모습을 마임으로 알아가는 안전교육공연,2018-11-17,2018-11-18,"11:00, 15:00",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료(1인 2매 예매 가능),만 3세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/child/2386,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
공공미술투어,국립아시아문화전당 일대,국립아시아문화전당에 설치된 공공미술 작품을 전문해설사를 통해 스토리와 의미를 알아보는 특별코스 투어,2019-09-07,2019-11-24,"14:30 (매주 토,일 / 총 24회차)",,무료,아시아문화원,국립아시아문화전당,1899-5566,,30,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/event/3151,홈페이지(신청 후 당일 현장 발권),Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
애니메이션 음악극 ''''드라곤 킹'''',예술극장 극장1,판소리 수궁가와 애니메이션 영상예술이 결합한 하이브리드 공연 (트라이아웃),2018-11-16,2018-11-17,금 19:30 - 20:20 토 15:00 - 15:50,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료(1인 2매 예매 가능),만 7세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2308,"홈페이지 / 콜센터 / 매표소 *당일 인터넷 예매는 불가하며 현장예매만 가능합니다. *비지정석 예매 후, 현장 선착순 좌석배부",Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 ACT 쇼케이스,문화창조원 등,"창조적 기술과 예술을 융합한 다양한 프로젝트 결과물을 만나보고, 융복합 콘텐츠의 방향을 제시해보는 쇼케이스",2018-12-14,2019-01-13,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00 ＊행사별 세부일정 참조",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/event/2401,자율 참여,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[순회전시] 김세종민화컬렉션 < 판타지아 조선 >,문화창조원 복합5관,"서와 화를 아우르는 필묵의 전통이 계승되면서도, 조형적 참신성, 공간과 시각의 자유로움, 해학과 포용이 담긴 민화만의 미감을 발견",2018-12-14,2019-02-10,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00",,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"일반(만 19세 이상) 5,000원 청소년(만13세 이상 - 만 18세 이하) 3,000원 어린이(만 7세 이상- 만12세 이하) 2,000원",모든 연령,,,https://www.acc.go.kr/board/schedule/exhibition/2472,현장 예매,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 미디어월 쇼케이스 4WALLS,아시아문화광장,미디어월의 4개의 벽에 집중하는 9개의 작품,2018-12-14,2019-01-13,상세 내용 참조,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/event/2415,자유 관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
오프닝 파티 Night Fever,문화창조원 복합2관,"지역에서 활동 중인 아티스트들과 함께하는 DJ, VJ 퍼포먼스",2018-12-14,2018-12-14,17:00 - 19:30,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,만 12세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/event/2407,자율 참여,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2018 민주인권평화 네트워크 포럼,민주평화교류원 기념관 3관,전국 민주인권평화 기관 및 단체와의 네트워크 구축 및 협력방안 모색을 위한 포럼,2018-12-14,2018-12-16,14(금) 14:00 - 18:00 15(토) 10:00 - 17:00 16(일) 문화답사는 참가 단체에 한하여 진행,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,일반 시민,,,https://www.acc.go.kr/board/schedule/event/2516,현장 신청,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
< 우제길의 빛 > Woojaeghil-LIGHT,문화창조원 복합6관,일관된 ''''빛''''작업들로 확고한 자신만의 세계를 구축하고 있는 지역 원로작가 ''''우제길''''의 개인전,2018-12-13,2019-02-24,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00 ※종료 1시간 전까지 입장 가능",,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/exhibition/2512,자유 관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
2019 국립아시아문화전당 전시사업 국제 포럼,국제회의실(콘퍼런스홀),"2019년도 ACC 전시 프로그램 주제 연구를 위한 포럼으로 아시아 지역 비동맹 운동의 궤적과 의미, 비동맹 운동과 함께 전개된 다양한 예술적 실천과 비동맹 운동의 문화적 영향을 함께 논의하는 자리",2018-12-13,2018-12-15,1일차 14:00 - 18:00 2일차 10:00 - 17:00 3일차 10:00 - 13:00 ＊3일차는 비공개로 진행됩니다.,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,일반 시민,,,https://www.acc.go.kr/board/schedule/event/2507,홈페이지 / 현장 접수,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
시아와 친구들 : 트레저 헌터즈,어린이극장,[2018 어린이 극장 가을-겨울 시즌 프로그램] 리뉴얼로 재탄생한 ACC 창·제작공연 어린이 영어 뮤지컬 : 시아와 친구들의 아시아의 보물을 찾아 떠나는 모험이 시작된다,2018-12-08,2018-12-09,"14:00, 17:00",,유료,아시아문화원,국립아시아문화전당,1899-5566,,130,"15,000원",만 3세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/child/2322,홈페이지 / 콜센터,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
안산벚꽃음악회,안산연희숲속쉼터,벚꽃음악회,2019-04-05,2019-04-07,"14:00, 19:00",,무료,서울특별시 서대문구청,서울특별시 서대문구청,02-330-1410,,,,,,,http://www.sdm.go.kr,,N,서울특별시 서대문구 연희로 248,서울특별시 서대문구 연희동 168-6,37.579248,126.936643,2019-07-18,3120000,서울특별시 서대문구
안산해맞이,안산봉수대,"해맞이기원, 포토존, 새해 소망엽서작성",2019-01-01,2019-01-01,06:30~08:30,,무료,서울특별시 서대문문화원,서울특별시 서대문구청,02-330-1550,,,,,,,http://www.sdm.go.kr,,N,서울특별시 서대문구 연희로 248,서울특별시 서대문구 연희동 168-6,37.579248,126.936643,2019-07-18,3120000,서울특별시 서대문구
우리동네음악회,서대문형무소 역사관,서울시립교향악단 공연,2019-06-12,2019-06-12,19:30,,유료,서울시립교향악단,서울특별시 서대문구청,02-330-1410,우리은행,,무료,초등학생이상,,,http://www.sdm.go.kr,"전화, 인터넷접수",Y,서울특별시 서대문구 통일로 251 서대문형무소역사관,서울특별시 서대문구 현저동 101 서대문형무소역사관,37.564089,126.9367922,2019-07-18,3120000,서울특별시 서대문구
[ACC브런치콘서트] 음악평론가 배순탁의 내 머리 속의 모던 팝,극장2,"국내 최장수 팝음악 프로그램 < 배철수의 음악캠프 >의 음악작가이자, 음악평론가, 영화음악 해설가로도 활약하고 있는 배순탁의 팝 이야기",2019-10-30,2019-10-30,11:00 - 12:30,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"일반석 25,000원 사이드석 10,000원 *사이드석은 전당 기본 할인 적용 불가",8세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2751,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
(전시연계강좌) 工作人-  현대 조각과 공예 사이,아카데미실 B,ACC FOCUS 전시 <工作人: 현대조각과 공예사이>와 연계하여  ACC가 주목하는 현대미술 속 조각과 공예의 접점에 있는 다양한 작품을 살펴보며 전시의 이해를 돕는 시간,2019-10-26,2019-11-16,14:00 - 16:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"40,000원",모든 연령,,,https://www.acc.go.kr/board/schedule/education/3150,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
"캘라그라피, 이제는 펜이다 II",아카데미실 B,철의 소재가 가진 날카로움과 획의 분명함을 느낄 수 있는 펜을 통해 새로운 한글 글씨의 맛을 내보며 나만의 작품을 만드는 시간,2019-10-23,2019-11-20,19:00 - 21:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"60,000원",모든 연령,,,https://www.acc.go.kr/board/schedule/education/3124,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
누구나 작가가 될 수 있다 ?독립출판 첫걸음,아카데미실 A,"나만의 고유한 감성이 묻어나는 글쓰기, 편집, 디자인, 제본까지 취향대로 만들어보는 독립출판의 세계를 경험해 보는 시간",2019-10-22,2019-11-26,19:00 - 21:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"90,000원",모든 연령,,,https://www.acc.go.kr/board/schedule/education/3121,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[ACC브런치콘서트] 뮤지컬배우 김호영의 희열의 맛,극장2,뮤지컬 배우이자 라디오 MC 등 종횡무진하고 있는 멀티엔터테이너 김호영. 그가 들려주는 무대 뒤 이야기와 뮤지컬 넘버를 들을 수 있는 시간,2019-11-27,2019-11-27,11:00 - 12:30,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"일반석 25,000원 사이드석 10,000원 *사이드석은 전당 기본 할인 적용 불가",8세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/3160,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[ACC 어린이 창제작 공연] 보이야르의 노래,어린이극장,"로힝야 난민 이야기를 소재로 미얀마 난민 소녀와 방글라데시 소녀의 만남, 서로 경계를 허물어 가는 과정을 다양한 소리와 음악, 악기 연주로 표현한 소리음악극",2019-11-23,2019-11-24,11:00 - 12:00 15:00 - 16:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,120,"10,000원",7세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/child/2757,홈페이지 / 매표소 / 콜센터,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[슈퍼클래식] 야나첵 필하모닉 오케스트라,예술극장 극장1,"체코를 대표하는 오케스트라, 야나첵 필하모닉 오케스트라가 체코의 혼을 예술로 승화시키는 지휘자 레오스 스바로프스키, 열정의 피아니스트 루카스 본드라첵의 만남",2019-11-15,2019-11-15,19:30 - 21:20 (인터미션 15분 포함),,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"R석 70,000원 S석 50,000원 A석 30,000원 ※연계할인 상세내용 참조",8세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/3193,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
숨은 숲에서 감각을 열다.,라이브러리파크 강의실1(B4),"ACC 초청강좌 초연결 정보 사회, 디지털 유목민의 현대인에게 ''''잃어버린 감각 회복을 향한 예술적 여정''''을 이야기 하는 시간",2019-11-14,2019-11-14,14:00 - 16:00,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/education/3087,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[슈퍼클래식] 레이 첸 바이올린 리사이틀,예술극장 극장2,전세계가 주목하는 뛰어난 기교와 감각적인 음색의 바이올리니스트 레이 첸의 리사이틀,2019-11-01,2019-11-15,19:30 - 21:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"R석 70,000원 S석 50,000원 A석 30,000원 ※연계할인 상세내용 참조",8세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/3200,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
ISEA 2019 Round Table,ACC메이커스페이스 커뮤니티라운지 (민주평화교류원 지하 2층),2019년에 6월 말에 개최 예정인 국제 심포지엄 행사의 성공적인 진행을 위한 지역 기관들과의 네트워크 및 토론의 장,2018-11-28,2018-11-28,15:00 - 19:30,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,"ISEA 인터네셔널 관계자, 지역 유관기관 관계자 및 다수",,,https://www.acc.go.kr/board/schedule/event/2393,자율 참여,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
[ACC 브런치 콘서트] 열 번째 스테이지 뮤지컬 갈라 - 최정원과 떠나는 환상의 음악여행,극장2,뮤지컬계 전설의 디바 최정원과 뮤지컬갈라팀 ''''더뮤즈''''가 함께하는 격정적이고 화려한 뮤지컬 갈라 쇼,2018-11-28,2018-11-28,11:00 - 12:30,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"일반석 25,000원 사이드석 10,000원 *사이드석은 전당 기본 할인 적용 불가",만 7세 이상 입장 가능,,,https://www.acc.go.kr/board/schedule/performance/2343,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
뉴턴의 아틀리에,문화정보원 B3 극장3,"매월 마지막 주 수요일에 열리는 인문강좌 물리학자의 눈으로 본 예술, 그리고 우주에 대한 에세이 같은 이야기",2018-11-28,2018-11-28,19:00 - 21:00,,무료,아시아문화원,국립아시아문화전당,1899-5566,,,무료,모든 연령,,,https://www.acc.go.kr/board/schedule/education/2359,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
